W092  |10|10|4|o|o|0,1,4,4,1,0,0,0,0|1,1,0,0,1,1,0,0,0|-|4|14|
W093  |10|10|5|x|x|0,1,4,3,1,1,0,0,0|1,1,0,1,1,0,1,0,0|-|5|15|
W094  |10|10|5|o|x|0,1,4,2,2,1,0,0,0|1,1,0,1,1,0,1,0,0|-|5|15|
W095  |10|10|6|x|o|0,1,4,2,1,1,1,0,0|1,1,0,1,1,0,1,1,0|-|6|19|
W096  |10|10|6|o|x|0,1,4,1,2,1,1,0,0|1,1,0,1,1,0,0,1,0|-|5|16|
W097  |10|10|7|o|o|0,1,4,1,1,1,1,1,0|1,1,0,1,1,0,0,1,0|-|5|16|
W098  |10|10|5|x|x|0,1,3,4,1,1,0,0,0|1,1,1,0,0,0,1,0,0|-|4|12|
W099-l|10|10|8|-|x|1,3,1,1,1,1,1,1,0|1,0,1,0,0,1,0,0,1|-|4|13|
W100  |10|10|5|o|o|0,1,2,4,2,1,0,0,0|1,0,0,0,0,0,1,0,0|-|2| 8|
W101  |10|10|6|o|x|0,1,1,4,2,1,1,0,0|0,1,1,0,1,1,0,1,0|-|5|15|
W102  |10|10|7|o|o|0,1,1,4,1,1,1,1,0|0,1,1,0,1,1,0,1,1|-|6|19|
W103  |10|10|7|x|x|0,1,1,2,3,1,1,1,0|1,0,1,1,0,1,0,0,1|-|5|16|
W104  |10|10|7|o|o|0,1,1,1,4,1,1,1,0|0,1,0,0,0,0,0,1,0|-|2| 6|
W105-r|10|10|8|x|-|0,1,1,1,3,1,1,1,1|1,0,0,1,0,1,1,0,1|-|5|16|
W106  |13| 8|3|o|o|0,4,2,2,0,0,0,0,0|0,0,0,0,1,0,0,0,0|c|3| 9|
W107  |13| 8|3|x|o|0,3,3,2,0,0,0,0,0|1,0,0,1,0,0,0,0,0|c|4|11|
W108  |13| 8|6|o|x|0,3,1,1,1,1,1,0,0|0,1,0,0,1,0,0,1,0|c|5|13|
W109  |13| 8|3|o|o|0,2,4,2,0,0,0,0,0|0,0,0,0,0,0,0,0,0|c|2| 5|
W110  |13| 8|4|o|o|0,2,2,2,2,0,0,0,0|0,1,0,0,1,0,0,0,0|c|4| 9|
W111  |13| 8|4|o|o|0,1,4,2,1,0,0,0,0|0,0,0,0,0,1,0,0,0|c|3| 9|
W112  |13| 8|5|o|o|0,1,1,4,1,1,0,0,0|1,0,0,0,0,0,1,0,0|c|4|13|
W113  |13|11|6|o|x|0,4,2,2,1,1,1,0,0|0,0,0,0,1,0,0,1,0|a|3| 9|
W114  |13|11|5|x|x|0,3,3,3,1,1,0,0,0|1,0,0,1,0,0,1,0,0|a|4|11|
W115  |13|11|6|o|x|0,2,3,3,1,1,1,0,0|0,1,0,0,1,0,0,1,0|a|4|11|
W116  |13|11|6|o|x|0,2,2,2,3,1,1,0,0|0,1,0,0,1,0,0,1,0|a|4| 9|
W117  |13|11|7|o|x|0,1,4,2,1,1,1,1,0|0,0,0,0,0,1,0,0,1|a|3| 9|
W118-l|13|11|8|-|x|1,1,4,1,1,1,1,1,0|0,0,0,0,0,1,0,0,1|a|3| 9|
W119  |13|13|4|x|x|0,4,4,4,1,0,0,0,0|1,0,0,0,1,1,0,0,0|-|3|11|
W120  |13|13|5|o|x|0,4,4,3,1,1,0,0,0|1,0,0,1,1,0,1,0,0|-|4|12|
W121  |13|13|4|x|x|0,4,4,2,3,0,0,0,0|1,0,0,1,1,1,0,0,0|-|4|11|
W122  |13|13|5|x|x|0,4,4,2,2,1,0,0,0|1,0,0,1,1,0,1,0,0|-|4|12|
W123  |13|13|6|o|o|0,4,4,2,1,1,1,0,0|1,0,0,1,1,0,1,1,0|-|5|16|
W124  |13|13|6|x|x|0,4,4,1,2,1,1,0,0|1,0,0,1,1,0,0,1,0|-|4|13|
W125  |13|13|7|x|o|0,4,4,1,1,1,1,1,0|1,0,0,1,1,0,0,1,0|-|4|13|
W126  |13|13|6|x|o|0,4,4,1,1,0,3,0,0|1,0,0,1,1,1,0,0,0|-|4|14|
W127  |13|13|4|o|x|0,4,3,4,2,0,0,0,0|1,0,1,0,1,1,0,0,0|-|4|11|
W128  |13|13|5|x|x|0,4,3,4,1,1,0,0,0|1,0,1,0,1,0,1,0,0|-|4|12|
W129  |13|13|6|o|x|0,4,3,3,1,1,1,0,0|1,0,1,1,1,0,0,1,0|-|5|13|
W130  |13|13|5|o|o|0,4,2,4,2,1,0,0,0|1,0,1,0,0,1,1,0,0|-|4|13|
W131  |13|13|6|x|x|0,4,2,4,1,1,1,0,0|1,0,1,0,1,0,0,1,0|-|4|13|
W132  |13|13|6|x|o|0,4,2,3,2,1,1,0,0|1,0,1,1,0,1,1,0,0|-|5|13|
W133  |13|13|5|x|o|0,4,2,3,1,3,0,0,0|1,0,1,1,1,1,0,0,0|-|5|11|
W134  |13|13|7|x|x|0,4,2,3,1,1,1,1,0|1,0,1,1,0,1,0,0,1|-|5|14|
W135  |13|13|6|x|o|0,4,2,2,2,1,2,0,0|1,0,0,1,0,1,1,0,0|-|4|11|
W136  |13|13|6|o|x|0,4,2,2,1,3,1,0,0|0,0,0,0,1,1,1,1,0|-|4|11|
W137  |13|13|6|o|o|0,4,2,2,1,1,3,0,0|1,0,1,1,1,1,1,1,0|-|7|19|
W138  |13|13|5|o|o|0,4,1,4,2,2,0,0,0|1,0,1,0,1,1,1,0,0|-|5|15|
W139  |13|13|5|o|x|0,4,1,4,1,3,0,0,0|1,0,1,0,1,1,1,0,0|-|5|15|
W140  |13|13|5|x|o|0,4,1,3,3,2,0,0,0|1,0,0,1,1,1,0,0,0|-|4| 8|
W141  |13|13|5|x|x|0,4,1,3,1,4,0,0,0|1,0,1,1,1,0,1,0,0|-|5|15|
W142  |13|13|6|x|o|0,4,1,2,1,4,1,0,0|1,0,1,1,1,0,1,1,0|-|6|19|
W143-r|13|13|8|x|-|0,4,1,2,1,1,1,0,3|1,0,1,1,0,0,1,1,0|-|5|16|
W144-r|13|13|8|x|-|0,4,1,2,0,1,1,1,3|1,0,1,1,1,0,0,0,0|-|4|13|
W145  |13|13|6|x|x|0,4,1,1,2,4,1,0,0|1,0,0,1,1,0,1,1,0|-|5|16|
W146  |13|13|7|x|o|0,4,1,1,1,4,1,1,0|1,0,0,1,1,0,1,1,0|-|5|16|
W147  |13|13|6|x|o|0,4,1,1,1,3,3,0,0|1,0,0,1,1,1,1,0,0|-|5|12|
W148-r|13|13|8|x|-|0,4,1,1,1,1,1,1,3|1,0,0,1,1,0,1,1,0|-|5|16|
W149  |13|13|5|x|o|0,3,4,4,1,1,0,0,0|1,1,0,0,1,1,1,0,0|-|5|15|
W150  |13|13|4|x|x|0,3,4,3,3,0,0,0,0|1,1,0,1,1,1,0,0,0|-|5|11|
W151  |13|13|5|o|x|0,3,4,3,2,1,0,0,0|0,1,0,1,1,1,1,0,0|-|5|11|
W152  |13|13|5|x|o|0,3,4,3,1,2,0,0,0|1,0,0,1,1,1,0,0,0|-|4|10|
W153  |13|13|6|x|x|0,3,4,3,1,1,1,0,0|1,1,0,1,1,0,0,1,0|-|5|13|
W154  |13|13|6|o|o|0,3,4,2,2,1,1,0,0|0,1,0,1,1,1,1,1,0|-|6|15|
W155  |13|13|7|o|x|0,3,4,2,1,1,1,1,0|0,1,0,1,1,1,0,0,1|-|5|13|
W156  |13|13|7|o|x|0,3,4,1,1,2,1,1,0|1,0,0,1,0,1,1,0,1|-|5|16|
W157  |13|13|6|o|o|0,3,4,1,1,1,3,0,0|1,1,0,1,1,1,1,1,0|-|7|19|
W158-l|13|13|8|-|o|3,4,1,1,1,1,1,1,0|0,0,1,0,1,1,0,1,1|-|5|16|
W158-r|13|13|8|o|-|0,3,4,1,1,1,1,1,1|1,0,0,1,0,1,1,0,1|-|5|16|
W159  |13|13|5|o|o|0,3,3,4,2,1,0,0,0|0,1,1,0,1,1,1,0,0|-|5|11|
W160  |13|13|6|o|o|0,3,3,4,1,1,1,0,0|1,1,1,0,1,0,1,1,0|-|6|16|
W161  |13|13|5|x|x|0,3,3,3,3,1,0,0,0|1,0,1,1,1,1,1,0,0|-|6|14|
W162  |13|13|5|o|o|0,3,3,3,2,2,0,0,0|0,1,1,1,1,1,1,0,0|-|6|11|
W163  |13|13|6|o|x|0,3,3,3,2,1,1,0,0|0,1,1,1,1,1,0,1,0|-|6|12|
W164  |13|13|5|o|o|0,3,3,3,1,3,0,0,0|1,1,1,1,1,1,1,0,0|-|7|15|
W165  |13|13|7|o|o|0,3,3,3,1,1,1,1,0|0,1,1,1,1,1,0,1,1|-|7|16|
W166  |13|13|5|x|o|0,3,3,2,3,2,0,0,0|1,0,0,1,1,1,1,0,0|-|5|13|
W167  |13|13|6|x|x|0,3,3,2,3,1,1,0,0|1,0,1,1,1,1,0,1,0|-|6|15|
W168  |13|13|7|x|x|0,3,3,2,2,1,1,1,0|1,0,1,1,1,1,0,0,1|-|6|16|
W169  |13|13|6|x|o|0,3,3,2,1,1,3,0,0|1,1,1,1,1,0,1,0,0|-|6|12|
W170-l|13|13|8|-|x|3,3,2,1,1,1,1,1,0|1,1,1,1,0,1,0,0,1|-|6|14|
W171-l|13|13|8|-|x|3,3,1,1,1,2,1,1,0|1,1,1,1,0,1,1,0,1|-|7|17|
W172  |13|13|9|-|-|3,3,1,1,1,1,1,1,1|1,1,1,1,0,1,1,0,1|-|7|17|
W173  |13|13|5|o|o|0,3,2,4,3,1,0,0,0|0,0,1,0,1,1,1,0,0|-|4|10|
W174  |13|13|5|o|o|0,3,2,4,2,2,0,0,0|0,1,1,0,1,1,1,0,0|-|5|11|
W175  |13|13|6|x|x|0,3,2,4,2,1,1,0,0|1,1,1,0,1,1,0,1,0|-|6|16|
W176  |13|13|7|x|x|0,3,2,4,1,1,1,1,0|1,1,1,0,1,1,0,0,1|-|6|17|
W177  |13|13|6|o|o|0,3,2,3,3,1,1,0,0|0,0,1,1,1,1,1,1,0|-|6|14|
W178  |13|13|6|o|x|0,3,2,3,2,2,1,0,0|0,1,1,1,1,0,1,1,0|-|6|13|
W179  |13|13|6|o|o|0,3,2,3,2,1,2,0,0|0,1,0,0,1,1,1,0,0|-|4| 8|
W180  |13|13|7|o|x|0,3,2,3,2,1,1,1,0|0,0,1,1,1,1,0,0,1|-|5|12|
W181-l|13|13|8|-|x|3,2,3,1,1,1,1,1,0|1,1,1,1,0,1,0,0,1|-|6|14|
W182  |13|13|6|o|o|0,3,2,2,2,2,2,0,0|0,1,1,1,1,1,1,1,0|-|7|15|
W183  |13|13|7|x|x|0,3,2,1,1,4,1,1,0|1,0,1,1,0,0,0,0,1|-|4|13|
W184  |13|13|5|x|o|0,3,1,4,4,1,0,0,0|1,1,1,0,0,1,1,0,0|-|5|15|
W185  |13|13|5|o|x|0,3,1,4,3,2,0,0,0|0,1,1,0,1,1,1,0,0|-|5|11|
W186  |13|13|6|o|x|0,3,1,4,2,2,1,0,0|1,1,1,0,1,1,1,1,0|-|7|19|
W187  |13|13|7|o|x|0,3,1,4,1,2,1,1,0|1,1,1,0,1,1,1,0,1|-|7|20|
W188  |13|13|6|o|x|0,3,1,4,1,1,3,0,0|1,1,1,0,1,1,1,1,0|-|7|19|
W189-l|13|13|8|-|o|3,1,4,1,1,1,1,1,0|1,1,0,1,1,1,0,1,1|-|7|20|
W189-r|13|13|8|o|-|0,3,1,4,1,1,1,1,1|1,1,1,0,1,1,1,0,1|-|7|20|
W190  |13|13|6|x|o|0,3,1,3,4,1,1,0,0|1,1,1,1,0,0,0,1,0|-|5|13|
W191  |13|13|6|o|x|0,3,1,3,2,3,1,0,0|0,0,0,1,1,1,0,1,0|-|4| 8|
W192  |13|13|6|o|o|0,3,1,3,2,2,2,0,0|1,1,1,1,1,0,1,1,0|-|7|17|
W193  |13|13|7|o|x|0,3,1,3,2,2,1,1,0|0,0,1,1,0,1,1,0,1|-|5|13|
W194-l|13|13|8|-|x|3,1,3,2,1,1,1,1,0|0,1,1,0,1,1,0,0,1|-|5|14|
W195  |13|13|7|o|x|0,3,1,3,1,3,1,1,0|0,0,0,1,1,1,0,0,1|-|4| 9|
W196  |13|13|6|o|o|0,3,1,2,2,4,1,0,0|0,1,1,1,1,0,1,1,0|-|6|15|
W197  |13|13|6|o|o|0,3,1,2,2,3,2,0,0|0,0,1,0,1,1,1,1,0|-|5|12|
W198  |13|13|7|o|x|0,3,1,2,2,2,2,1,0|0,0,1,1,0,1,1,0,1|-|5|13|
W199-l|13|13|8|-|x|3,1,2,2,1,2,1,1,0|0,1,1,0,1,1,0,0,1|-|5|14|
W200  |13|13|9|-|-|3,1,2,2,1,1,1,1,1|0,1,1,0,1,1,0,0,1|-|5|14|
W201-l|13|13|8|-|o|3,1,2,2,1,1,0,3,0|0,1,1,0,1,1,1,0,0|-|5|15|
W201-r|13|13|8|o|-|0,3,1,2,2,1,1,0,3|0,0,1,1,0,1,1,1,0|-|5|15|
W202  |13|13|7|o|x|0,3,1,2,1,4,1,1,0|0,1,1,1,1,0,0,0,1|-|5|13|
W203-l|13|13|8|-|o|3,1,2,1,1,1,1,3,0|1,1,1,1,1,0,0,1,0|-|6|13|
W203-r|13|13|8|o|-|0,3,1,2,1,1,1,1,3|0,1,1,1,1,1,0,0,1|-|6|13|
W204  |13|13|6|o|o|0,3,1,1,3,3,2,0,0|1,1,1,1,1,1,1,0,0|-|7|15|
W205  |13|13|7|o|x|0,3,1,1,2,2,3,1,0|0,0,0,1,0,1,1,0,1|-|4|10|
W206-l|13|13|8|-|x|3,1,1,2,1,3,1,1,0|0,0,1,0,1,1,0,0,1|-|4|11|
W207  |13|13|9|-|-|3,1,1,2,1,2,1,1,1|0,0,1,0,1,1,0,0,1|-|4|11|
W208-l|13|13|8|-|o|3,1,1,2,1,2,0,3,0|0,0,1,0,1,1,1,0,0|-|4|12|
W208-r|13|13|8|o|-|0,3,1,1,2,1,2,0,3|0,0,0,1,0,1,1,1,0|-|4|12|
W209-l|13|13|8|-|o|3,1,1,1,4,1,1,1,0|0,1,1,0,0,1,0,1,1|-|5|16|
W209-r|13|13|8|o|-|0,3,1,1,1,4,1,1,1|1,0,1,1,0,0,1,0,1|-|5|16|
W210  |13|13|7|o|x|0,3,1,1,1,3,3,1,0|0,0,0,0,1,1,1,1,1|-|5|12|
W211  |13|13|7|o|o|0,3,1,1,1,3,2,2,0|1,0,1,1,0,1,1,1,1|-|7|19|
W212-l|13|13|8|-|x|3,1,1,1,3,2,1,1,0|1,0,0,1,1,1,1,0,1|-|6|14|
W213  |13|13|9|-|-|3,1,1,1,3,1,1,1,1|1,0,0,1,1,1,1,0,1|-|6|14|
W214  |13|13|7|o|o|0,3,1,1,1,2,4,1,0|1,1,1,1,1,1,0,1,1|-|8|23|
W215  |13|13|7|o|x|0,3,1,1,1,2,3,2,0|0,0,0,0,0,1,1,1,1|-|4| 9|
W216-l|13|13|8|-|x|3,1,1,1,2,3,1,1,0|0,0,0,1,1,1,1,0,1|-|5|13|
W217-l|13|13|8|-|o|3,1,1,1,1,4,1,1,0|1,1,1,1,1,0,1,1,1|-|8|23|
W217-r|13|13|8|o|-|0,3,1,1,1,1,4,1,1|1,1,1,1,1,1,0,1,1|-|8|23|
W218-l|13|13|8|-|x|3,1,1,1,1,3,2,1,0|0,0,0,0,1,1,0,1,1|-|4|11|
W219-l|13|13|8|-|o|3,1,1,1,1,3,1,2,0|0,0,0,0,0,1,1,1,0|-|3| 6|
W219-r|13|13|8|o|-|0,3,1,1,1,1,3,1,2|0,0,0,0,0,0,1,1,1|-|3| 6|
W220  |13|13|9|-|-|3,1,1,1,1,2,2,1,1|0,0,0,0,1,1,0,1,1|-|4|11|
W221  |13|13|9|-|-|3,1,1,1,1,1,2,1,2|0,0,0,0,0,1,0,1,1|-|3| 8|
W222  |13|13|9|-|-|3,1,1,1,1,1,1,3,1|1,0,0,1,0,0,1,1,1|-|5|11|
W223  |13|13|9|-|-|3,1,1,1,1,1,1,2,2|0,0,0,0,0,0,1,1,1|-|3| 7|
W224  |13|13|9|-|-|3,1,1,1,1,1,1,1,3|1,1,1,1,1,1,1,1,1|-|9|23|
W225  |13|13|9|-|-|3,1,1,1,0,4,1,1,1|0,0,0,0,1,0,0,0,1|-|2| 7|
W226-l|13|13|8|-|o|3,1,1,1,0,4,0,3,0|0,0,0,0,1,0,1,0,0|-|2| 8|
W226-r|13|13|8|o|-|0,3,1,1,1,0,4,0,3|0,0,0,0,0,1,0,1,0|-|2| 8|
W227-l|13|13|8|-|o|3,1,1,1,0,3,2,2,0|0,0,0,0,1,1,1,1,1|-|5|13|
W227-r|13|13|8|o|-|0,3,1,1,1,0,3,2,2|0,0,0,0,0,1,1,1,1|-|4| 9|
W228  |13|13|9|-|-|3,1,1,1,0,1,1,4,1|0,0,0,0,1,1,1,0,1|-|4|13|
W229  |13|13|6|o|o|0,3,0,4,1,4,1,0,0|0,0,1,0,1,0,1,1,0|-|4|14|
